timestamp,price_usd,change_1h,change_24h,price_ma,price_std
2025-05-08T00:28:50.831841,97038,,,,
2025-05-08T00:40:39.115282,97006,,,97022.0,22.627416997969522
2025-05-08T00:40:39.170506,97006,,,97006.0,0.0
2025-05-08T01:13:08.251386,97967,,,97486.5,679.5296167202722
2025-05-08T01:13:46.838741,97967,,,97967.0,0.0
2025-05-08T03:27:09.487875,98712,,,98339.5,526.794551983978
2025-05-08T03:31:56.470817,98713,,,98712.5,0.7071067811865476
2025-05-08T03:59:30.952488,98959,,,98836.0,173.9482681718907
2025-05-08T04:37:37.028789,99194,,,99076.5,166.17009357883867
2025-05-08T04:37:53.027489,99193,,,99193.5,0.7071067811865476
2025-05-08T14:57:55.797554,99903,,,99548.0,502.04581464244876
2025-05-08T14:59:35.612469,99855,,,99879.0,33.94112549695428
2025-05-08T15:00:02.680738,99855,,,99855.0,0.0
2025-05-08T15:10:23.941958,99425,,,99640.0,304.05591591021545
2025-05-08T15:15:04.909097,99712,,,99568.5,202.93964620053913
2025-05-14T17:07:50.802722,103390,0.0,-0.4804368980405751,101551.0,2600.7387412041217
2025-05-14T17:08:05.906254,103390,0.0,-0.4804368980405751,103390.0,0.0
2025-05-14T17:10:02.005179,103377,0.0,-0.4927577636446384,103383.5,9.192388155425117
2025-05-14T17:15:03.561015,103288,0.0,-0.5932472997839079,103332.5,62.932503525602726
2025-05-14T17:15:05.455134,103288,0.0,-0.5932472997839079,103288.0,0.0
2025-05-14T17:20:06.500179,103205,0.0,-0.6610776133355242,103246.5,58.68986283848344
2025-05-14T17:27:23.454983,103015,0.0,-0.8524046634708536,103110.0,134.35028842544403
2025-05-14T17:30:05.288858,102946,0.0,-0.9187807131131046,102980.5,48.79036790187178
2025-05-15T00:45:19.534199,103786,0.0,-0.1481129822444836,103366.0,593.9696961966999
2025-05-15T00:45:35.985036,103786,0.0,-0.1481129822444836,103786.0,0.0
2025-05-15T01:01:38.347142,103809,0.0,-0.1193346004273613,103797.5,16.263455967290593
2025-05-15T01:01:59.294153,103809,0.0,-0.1193346004273613,103809.0,0.0
2025-05-15T01:03:33.172508,103807,0.0,-0.1210300826889572,103808.0,1.4142135623730951
2025-05-15T01:30:16.579472,103611,0.0,-0.3092026689664093,103709.0,138.59292911256333
2025-05-15T02:00:04.818293,103192,0.0,-0.6416602812906541,103401.5,296.2777413171634
2025-05-15T03:00:03.986784,103092,0.0,-0.5867520060603729,103142.0,70.71067811865476
2025-05-15T04:20:24.293798,102823,0.0,-0.6909563375774218,102957.5,190.21172413918129
2025-05-15T05:04:53.451158,102903,0.0,-0.7974485854035913,102863.0,56.568542494923804
2025-05-15T05:08:08.320201,102869,0.0,-0.8160390341413986,102886.0,24.041630560342615
2025-05-15T05:18:14.250089,102720,0.0,-1.0052440297206875,102794.5,105.35891039679558
2025-05-16T20:41:34.074982,103786,0.0,0.4123524638293203,103253.0,753.7758287448596
2025-05-16T21:00:08.619652,103602,0.0,0.1669512852365576,103694.0,130.10764773832474
2025-05-16T22:00:06.532042,103675,0.0,0.3204515818440111,103638.5,51.61879502661797
2025-05-16T22:32:23.025673,103517,0.0,-0.2107411667235633,103596.0,111.72287142747452
2025-05-16T23:00:03.298879,103461,0.0,-0.1142981094733697,103489.0,39.59797974644666
2025-05-17T00:00:03.971038,103550,0.0,-0.1912666839761178,103505.5,62.932503525602726
2025-05-17T02:30:01.997551,103088,0.0,-1.1068658925971893,103319.0,326.683332908185
2025-05-17T16:26:07.178547,103024,0.0,-1.050561751240498,103056.0,45.254833995939045
2025-05-17T17:20:30.777885,103042,0.0,-1.1492691371797523,103033.0,12.727922061357855
2025-05-17T18:00:03.714740,103222,0.0,-0.7261664393020619,103132.0,127.27922061357856
